record;qn0part1;qn0part2;qn0part3;qn0part4;qn0part5;qn0part6;qn0part7;qn0part8;qn1part1;qn1part2;qn1part3;qn1part4;qn1part5;qn1part6;qn2part1;qn2part2;qn3part1;qn3part2;qn4;qn5;qn6;qn7;qn8;qn9;qn10;qn11;qn12;qn13;qn14;qn15;qn16;qn17;qn18;qn19;qn20;qn21part1;qn21part2;qn21part3;qn21part4;qn22part1;qn22part2;qn22part3;qn23part1;qn23part2;qn24part1;qn24part2;qn25part1;qn25part2;qn25part3;qn25part4;qn26;qn27;qn28part1;qn28part2;qn28part3;qn28pt3pt1;qn28pt3pt2;qn28pt3pt3;qn28pt3pt4;qn28pt3pt5;qn28pt3pt6;qn28pt3pt7;qn28part4;qn28part5;qn28part6;qn29part1;qn29part2;qn29part3;qn29part4;qn29pt4pt1;qn29pt4pt2;qn29pt4pt3;qn29pt4pt4;qn29pt4pt5;qn29pt4pt6;qn29pt4pt7;qn29part5;qn29part6;qn29part7;qn29part8;qn30
668;63;S100;T1;S100-T1-0631;2;2;;;11;2;S100;3;2;1;B;A;A;A;A;A;A;C;C;B;C;A;A;B;A;C;C;B;C;C;A;1;1;2;1;2;2;1;2;1;3;2;4;5;5;3;4;E;C;A;2;;;;;;;;C;D;D;C;F;A;2;;;;;;;;C;E;B;D;G
669;64;S100;T1;S100-T1-0641;2;2;;;11;2;S100;3;2;1;B;A;D;C;A;C;D;C;C;C;B;D;B;D;B;C;A;C;A;D;C;2;1;1;1;1;1;2;2;1;3;1;2;4;5;3;3;C;E;A;2;;;;;;;;C;C;D;E;F;0;0;;;;;;;;0;0;A;E;G
670;65;S100;T1;S100-T1-0651;2;2;;;12;2;S100;3;2;1;B;A;A;D;C;B;A;C;A;C;C;D;C;B;A;C;D;C;C;A;C;1;1;1;2;2;1;2;1;1;3;4;1;2;3;4;3;B;C;D;2;;;;;;;;C;E;C;C;E;E;2;;;;;;;;C;B;A;A;A
671;67;S100;T1;S100-T1-0671;2;2;;;12;2;S100;3;2;1;C;D;A;A;A;C;D;C;B;A;B;D;C;A;A;C;A;C;C;A;B;1;1;1;2;2;1;2;1;1;2;2;0;0;0;0;5;E;E;E;0;;;;;;;;C;A;A;D;F;C;0;;;;;;;;B;C;A;0;G
672;68;S100;T1;S100-T1-0681;2;2;;;12;2;S100;3;2;1;B;A;A;C;A;B;C;A;C;C;A;B;C;D;B;C;A;B;A;C;B;1;1;2;2;1;2;1;1;2;3;2;2;3;5;1;3;B;B;C;0;;;;;;;;A;C;B;C;D;D;0;;;;;;;;C;C;C;A;F
673;69;S100;T1;S100-T1-0691;2;2;;;11;2;S100;3;2;1;B;A;A;C;A;B;B;A;C;B;B;B;C;D;A;C;A;A;B;D;C;0;0;0;1;1;0;0;0;1;0;3;3;0;0;0;3;B;B;C;2;;;;;;;;B;A;C;E;E;F;2;;;;;;;;B;E;B;E;A
585;3;S101;T1;S101-T1-0031;2;2;;;12;1;S101;2;2;1;B;C;A;A;A;B;A;B;B;C;B;B;C;D;B;C;A;B;B;D;A;1;2;1;1;1;2;1;2;1;3;4;3;4;3;4;3;D;B;D;2;;;;;;;;A;C;C;A;A;A;2;;;;;;;;B;C;D;D;B
586;5;S101;T1;S101-T1-0051;2;2;;;12;1;S101;2;2;1;B;A;A;A;A;C;D;C;B;B;B;C;A;D;A;C;C;B;A;A;B;1;1;1;1;2;1;1;2;1;3;4;3;2;5;3;3;A;B;A;2;;;;;;;;B;C;C;B;C;A;2;;;;;;;;B;C;B;C;B
587;6;S101;T1;S101-T1-0061;2;2;;;12;1;S101;2;2;1;B;A;D;C;A;B;A;A;C;B;A;B;A;D;A;C;A;A;A;B;C;1;2;1;1;2;1;2;2;1;4;3;3;2;1;2;2;A;C;E;2;;;;;;;;A;D;A;E;C;B;2;;;;;;;;B;A;D;D;G
588;7;S101;T1;S101-T1-0071;2;2;;;12;1;S101;2;2;1;D;C;D;C;A;C;A;B;B;B;B;A;C;C;A;B;A;B;A;B;C;1;1;2;2;2;1;1;1;1;1;4;2;3;3;2;4;C;E;B;2;;;;;;;;A;A;A;E;E;B;2;;;;;;;;B;A;C;A;E
589;8;S101;T1;S101-T1-0081;2;2;;;12;1;S101;2;2;1;D;A;C;B;C;C;C;B;C;B;B;A;C;D;A;C;A;B;B;C;A;2;2;1;1;0;0;0;0;0;3;4;4;2;1;3;4;D;B;A;2;;;;;;;;B;C;D;B;A;B;2;;;;;;;;B;C;C;D;G
590;9;S101;T1;S101-T1-0091;2;2;;;11;1;S101;2;2;1;B;A;A;C;A;C;B;B;C;B;A;B;C;D;C;C;A;B;B;B;C;2;2;1;1;2;1;2;2;1;3;4;5;3;3;4;4;C;B;C;2;;;;;;;;B;A;C;B;B;C;2;;;;;;;;B;C;C;C;G
591;10;S101;T1;S101-T1-0101;2;2;;;10;2;S101;2;2;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;B;C;A;A;B;C;2;2;1;1;2;1;2;2;1;4;1;4;3;4;2;4;C;B;B;2;;;;;;;;B;D;C;D;D;B;2;;;;;;;;B;B;D;D;G
593;12;S101;T1;S101-T1-0121;2;2;;;11;1;S101;2;2;1;B;B;D;C;A;A;A;A;C;B;A;A;A;A;B;A;A;B;A;D;C;1;1;2;2;2;1;1;1;1;3;4;2;4;3;1;4;B;D;A;2;;;;;;;;B;D;B;D;C;A;2;;;;;;;;B;D;C;B;D
592;14;S101;T1;S101-T1-0141;2;2;;;11;1;S101;2;2;1;D;C;A;C;C;C;B;B;C;C;B;C;B;B;C;C;B;B;B;B;B;1;1;1;2;1;2;2;1;1;5;2;3;2;3;5;2;A;D;D;2;;;;;;;;B;D;C;E;F;D;2;;;;;;;;A;E;C;D;F
594;15;S101;T1;S101-T1-0151;2;2;;;11;1;S101;2;2;1;B;C;A;A;A;B;A;A;C;B;C;B;B;D;A;C;C;A;B;B;C;2;1;1;1;2;1;2;2;1;5;3;2;1;3;5;5;E;E;F;2;;;;;;;;C;D;D;E;F;F;2;;;;;;;;A;E;C;E;G
595;16;S101;T1;S101-T1-0161;2;2;;;12;2;S101;2;2;1;B;A;A;A;B;B;C;A;C;B;B;D;C;D;A;B;C;C;A;D;A;1;1;2;2;1;2;2;1;2;3;2;2;4;3;1;3;A;D;A;2;;;;;;;;B;A;C;B;B;A;2;;;;;;;;B;B;B;D;G
596;17;S101;T1;S101-T1-0171;2;2;;;14;2;S101;2;2;1;B;A;C;C;C;B;D;A;C;C;C;D;B;B;C;A;B;B;B;C;B;1;2;1;1;1;2;1;2;1;4;5;3;2;1;4;3;D;E;F;2;;;;;;;;C;D;B;E;B;F;0;;;;;;;;C;D;B;E;G
597;18;S101;T1;S101-T1-0181;2;2;;;12;2;S101;2;2;1;B;A;A;C;A;B;A;A;C;B;B;B;A;D;A;C;C;A;B;B;C;2;2;1;1;1;2;2;2;1;2;3;2;3;2;2;2;C;D;A;2;;;;;;;;A;A;A;D;F;A;2;;;;;;;;A;A;B;A;G
598;19;S101;T1;S101-T1-0191;2;2;;;10;2;S101;2;2;1;B;D;D;C;A;C;A;B;C;B;C;D;C;D;C;C;D;C;A;B;A;1;1;2;1;2;2;1;2;1;4;4;4;4;4;4;4;B;D;F;2;;;;;;;;B;D;B;B;C;D;2;;;;;;;;B;E;B;E;G
599;20;S101;T1;S101-T1-0201;2;2;;;12;2;S101;2;2;1;B;A;A;A;C;B;B;A;B;B;B;B;C;D;A;B;A;0;A;B;C;2;2;1;2;2;1;2;1;2;4;4;3;4;3;5;3;B;C;D;2;;;;;;;;B;A;D;C;C;D;2;;;;;;;;B;A;B;A;E
600;21;S101;T1;S101-T1-0211;2;2;;;11;2;S101;2;2;1;B;A;A;A;C;C;A;B;C;C;C;B;B;D;A;B;C;B;C;D;C;2;1;1;1;1;1;2;1;1;4;3;1;3;3;4;3;B;C;A;2;;;;;;;;B;C;C;A;C;A;2;;;;;;;;B;D;D;E;B
601;23;S101;T1;S101-T1-0231;2;2;;;13;2;S101;2;2;1;A;C;A;C;C;B;B;B;C;B;A;D;C;B;B;C;B;C;C;D;A;1;2;1;2;1;2;1;2;1;3;2;2;3;4;4;2;A;D;D;2;;;;;;;;B;A;B;D;D;B;2;;;;;;;;B;C;B;D;G
602;24;S101;T1;S101-T1-0241;2;2;;;12;1;S101;2;2;1;D;A;A;C;A;C;B;A;C;B;B;D;A;D;A;B;D;C;B;D;C;1;2;1;2;1;2;1;2;1;5;2;3;2;5;4;5;E;E;D;0;;;;;;;;B;B;A;E;E;F;0;;;;;;;;B;D;C;C;E
603;25;S101;T1;S101-T1-0251;2;2;;;10;1;S101;2;2;1;B;A;A;C;A;B;A;C;C;C;B;B;C;D;C;B;C;B;A;C;C;2;1;1;1;2;1;1;2;1;5;4;2;3;1;5;3;E;A;B;2;;;;;;;;A;C;D;E;E;A;2;;;;;;;;B;A;C;B;A
604;28;S101;T1;S101-T1-0281;2;2;;;12;1;S101;2;2;1;B;D;C;A;B;A;A;C;A;A;C;B;A;C;B;A;B;C;B;C;B;1;1;2;1;2;1;2;1;2;3;4;1;3;2;4;3;B;0;B;2;;;;;;;;B;B;C;B;C;B;2;;;;;;;;B;B;B;D;B
605;29;S101;T1;S101-T1-0291;2;2;;;13;2;S101;2;2;1;B;A;C;C;A;B;A;A;C;B;B;A;C;D;A;B;A;A;B;D;C;0;2;0;1;0;1;2;2;1;3;1;3;2;1;4;3;B;D;E;2;;;;;;;;B;A;B;E;D;E;2;;;;;;;;A;A;A;D;B
606;30;S101;T1;S101-T1-0301;2;2;;;11;2;S101;2;2;1;B;A;A;C;A;B;C;B;C;B;B;C;B;D;A;B;C;B;A;D;C;2;1;1;2;2;1;2;1;1;3;5;5;2;4;3;4;E;A;A;2;;;;;;;;B;C;B;A;D;C;2;;;;;;;;B;C;C;B;C
607;31;S101;T1;S101-T1-0311;2;2;;;13;1;S101;2;2;1;B;B;A;0;A;B;A;C;A;C;A;D;B;B;A;C;A;A;A;A;B;1;1;2;1;1;2;1;1;1;3;5;3;4;2;4;4;A;D;A;2;;;;;;;;B;A;C;E;B;A;2;;;;;;;;B;C;C;D;G
608;32;S101;T1;S101-T1-0321;2;2;;;11;2;S101;2;2;1;B;A;A;D;A;C;A;C;A;C;C;C;C;B;A;A;C;B;C;D;B;1;1;2;2;1;2;1;1;1;4;1;5;5;1;3;5;D;E;B;2;;;;;;;;B;E;D;E;E;B;2;;;;;;;;C;E;A;D;E
617;42;S101;T1;S101-T1-0421;2;2;;;10;1;S112;2;2;1;B;A;A;A;C;C;D;C;B;C;A;C;B;C;B;C;B;B;B;B;B;1;1;2;1;2;2;1;1;1;2;4;3;4;5;1;2;D;B;A;2;;;;;;;;B;D;C;B;C;A;2;;;;;;;;B;B;B;A;C
1312;1;S102;T1;S102-T1-0011;1;2;;;15;2;S102;1;1;1;B;A;A;B;A;B;A;A;C;B;B;B;A;D;A;B;A;A;A;B;A;2;2;1;2;2;2;1;2;1;5;3;3;1;4;5;1;B;B;A;2;;;;;;;;B;A;B;A;B;B;0;;;;;;;;B;A;B;B;B
1313;2;S102;T1;S102-T1-0021;1;2;;;13;2;S102;1;1;1;D;C;D;B;A;C;D;B;A;A;C;A;B;B;A;C;A;A;B;C;A;1;1;2;1;2;2;2;2;1;4;4;4;1;4;2;4;D;A;E;2;;;;;;;;A;C;B;B;D;E;2;;;;;;;;B;C;A;D;C
1314;3;S102;T1;S102-T1-0031;1;2;;;13;2;S102;1;1;1;B;A;A;B;A;B;B;C;C;B;B;B;C;C;B;C;C;B;B;C;A;2;2;1;1;1;2;2;2;2;5;5;5;5;2;2;4;C;A;C;0;;;;;;;;B;C;B;A;A;C;0;;;;;;;;B;C;D;B;C
1315;4;S102;T1;S102-T1-0041;1;2;;;14;2;S102;1;1;1;B;A;A;A;A;B;A;C;C;B;B;B;A;D;C;C;A;A;A;B;A;2;2;2;1;1;1;2;2;1;2;4;3;3;3;2;4;C;D;B;2;;;;;;;;B;C;D;C;F;D;2;;;;;;;;A;A;B;A;B
1316;5;S102;T1;S102-T1-0051;1;1;S102-T1-0050;2;13;2;S102;1;1;1;D;A;D;C;C;C;A;B;C;B;A;D;A;D;B;C;B;A;B;B;B;1;2;2;1;1;2;1;2;2;2;1;2;4;5;1;5;E;D;F;0;;;;;;;;B;C;D;D;B;F;0;;;;;;;;C;D;B;D;E
1317;6;S102;T1;S102-T1-0061;1;2;;;13;2;S102;1;1;1;D;C;A;B;A;A;D;C;A;A;C;C;C;B;C;C;A;A;B;B;C;2;1;2;1;1;2;1;1;2;5;3;4;2;1;3;2;C;E;D;0;;;;;;;;A;A;B;E;E;D;0;;;;;;;;A;D;A;B;A
1318;8;S102;T1;S102-T1-0081;1;2;;;0;2;S102;1;1;1;B;A;D;C;A;B;D;B;C;B;C;D;A;D;B;A;A;B;A;C;C;2;2;1;1;1;2;2;1;1;3;2;3;5;1;3;3;A;A;D;2;;;;;;;;B;A;C;A;A;D;0;;;;;;;;A;C;B;C;C
1319;9;S102;T1;S102-T1-0091;1;2;;;15;2;S102;1;1;1;B;B;C;C;A;A;A;A;C;B;A;B;A;A;A;A;A;A;B;D;C;2;2;1;1;2;1;2;2;1;4;3;4;4;2;5;4;C;C;A;1;MY FRIEND SHAN. K SAYS THAT WHEN YOU EAT THE ROASTING MEAT IS BETTER THAN EATING;UNROASTING. THAT YOU GET HUNGER EARLY. IF YOU EAT ROASTING MEAT YOU DON'T GET;HUNGER EARLY.;;;;;B;C;C;C;C;A;2;;;;;;;;A;C;C;B;E
1320;10;S102;T1;S102-T1-0101;1;1;S102-T1-0100;2;15;2;S102;1;1;1;B;A;D;B;C;B;B;A;B;B;B;D;B;A;C;A;B;C;B;C;B;1;2;1;2;1;2;1;1;1;1;5;1;1;5;5;1;C;B;D;2;;;;;;;;B;C;D;B;F;A;0;;;;;;;;B;A;B;E;D
1321;16;S102;T1;S102-T1-0161;1;2;;;12;1;S102;1;1;1;A;A;C;A;A;B;A;A;C;B;B;B;A;D;B;B;A;A;A;D;C;2;2;1;1;1;2;2;2;1;3;3;5;4;2;3;3;A;D;B;2;;;;;;;;A;A;C;D;A;B;2;;;;;;;;B;A;C;E;G
1322;17;S102;T1;S102-T1-0171;1;2;;;11;1;S102;1;1;1;B;A;C;D;A;B;A;A;C;B;A;B;A;D;A;B;C;A;C;D;C;2;1;1;1;2;1;2;2;1;5;3;1;5;3;2;4;E;E;D;2;;;;;;;;C;E;D;D;F;A;2;;;;;;;;C;C;A;E;G
1323;18;S102;T1;S102-T1-0181;1;2;;;13;1;S102;1;1;1;B;A;A;B;A;B;A;C;C;B;C;B;A;D;A;C;A;B;A;B;C;2;2;2;1;1;2;1;2;1;3;5;2;3;5;4;4;E;D;F;2;;;;;;;;B;A;B;C;A;A;0;;;;;;;;B;A;B;D;A
1324;19;S102;T1;S102-T1-0191;1;2;;;14;1;S102;1;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;C;C;C;A;C;B;A;2;2;1;1;1;1;2;2;1;3;3;3;2;2;4;4;C;C;B;2;;;;;;;;A;C;A;E;F;B;2;;;;;;;;A;E;C;C;E
1325;24;S102;T1;S102-T1-0241;1;2;;;12;1;S102;1;1;1;A;C;A;C;C;C;B;A;B;B;C;B;C;D;B;C;0;B;C;A;B;1;1;2;2;2;2;1;1;2;3;4;4;3;2;1;3;A;E;D;0;;;;;;;;C;E;B;D;F;D;0;;;;;;;;B;C;B;D;E
1326;27;S102;T1;S102-T1-0271;1;2;;;11;1;S102;1;1;1;B;A;A;A;A;B;A;A;B;B;B;B;C;D;A;B;C;A;A;B;C;2;1;1;1;2;2;2;2;1;2;3;2;3;2;4;2;D;C;A;2;;;;;;;;B;C;B;E;E;C;2;;;;;;;;A;C;C;D;E
1327;32;S102;T1;S102-T1-0321;1;2;;;12;1;S102;1;1;1;D;C;D;A;B;C;C;B;C;A;C;D;B;B;A;B;C;0;C;A;B;2;1;1;1;2;1;2;2;1;3;5;2;4;2;1;3;E;0;F;2;;;;;;;;B;D;C;A;B;B;0;;;;;;;;A;E;C;C;G
1328;33;S102;T1;S102-T1-0331;1;2;;;12;1;S102;1;1;1;B;A;A;C;A;B;C;A;C;A;B;C;A;D;A;C;A;C;A;D;C;2;1;1;2;2;1;1;2;1;3;1;1;3;4;3;3;C;D;A;0;;;;;;;;A;C;B;A;C;C;0;;;;;;;;B;C;C;B;A
1329;34;S102;T1;S102-T1-0341;1;2;;;10;1;S102;1;1;1;B;A;C;D;A;C;B;A;C;B;B;B;C;D;A;B;C;A;B;B;C;2;1;1;2;1;2;2;1;2;5;3;2;1;3;4;5;B;E;A;0;;;;;;;;C;A;C;E;F;C;0;;;;;;;;B;B;C;D;G
1330;35;S102;T1;S102-T1-0351;1;1;S102-T1-0350;2;11;1;S102;1;1;1;B;A;A;C;A;B;A;C;C;B;B;B;A;D;A;B;C;A;A;B;C;2;2;1;1;1;1;2;2;1;5;3;5;3;2;1;2;D;E;D;0;;;;;;;;C;A;B;E;F;A;0;;;;;;;;A;E;C;A;G
1331;36;S102;T1;S102-T1-0361;1;2;;;14;1;S102;1;1;1;B;C;D;C;A;A;B;A;C;A;B;B;A;D;C;C;B;C;B;D;A;2;2;1;2;2;1;2;2;1;3;5;2;1;4;5;3;A;E;F;0;;;;;;;;A;E;A;D;F;B;0;;;;;;;;C;B;C;A;F
1332;38;S102;T1;S102-T1-0381;1;1;S102-T1-0380;2;13;1;S102;1;1;1;A;D;D;C;C;C;B;C;B;B;B;C;B;A;A;C;B;C;B;D;B;2;1;1;2;2;1;2;2;1;4;5;1;3;5;4;2;D;E;F;2;;;;;;;;C;A;C;E;E;D;2;;;;;;;;C;A;B;C;G
1333;40;S102;T1;S102-T1-0401;1;2;;;14;1;S102;1;1;1;D;C;A;C;A;B;A;C;C;B;A;C;C;0;C;C;D;A;C;B;A;1;1;1;1;1;2;1;2;1;0;3;3;0;0;3;3;B;C;D;0;;;;;;;;0;C;B;E;E;0;0;;;;;;;;B;C;C;E;G
1334;42;S102;T1;S102-T1-0421;1;2;;;12;1;S102;1;1;1;C;A;D;C;A;B;A;C;B;B;A;D;A;D;A;B;C;A;A;D;C;2;2;1;1;2;1;2;1;1;4;1;4;2;1;3;4;E;E;A;0;;;;;;;;C;C;D;D;E;E;0;;;;;;;;C;C;C;C;G
1335;45;S102;T1;S102-T1-0451;1;2;;;12;2;S102;1;1;1;B;C;D;C;B;A;D;B;B;C;A;D;A;C;B;C;D;C;B;B;A;2;1;1;1;2;1;2;2;1;3;5;0;2;3;0;3;B;E;A;2;;;;;;;;B;C;D;A;E;C;2;;;;;;;;B;D;0;C;D
1336;46;S102;T1;S102-T1-0461;1;2;;;12;1;S102;1;1;1;D;C;A;C;A;B;A;C;C;B;A;B;C;A;C;C;D;A;C;B;A;1;1;2;2;2;1;1;1;2;4;3;3;1;5;3;3;B;C;D;0;;;;;;;;C;C;B;D;E;B;0;;;;;;;;B;C;C;E;G
1337;50;S102;T1;S102-T1-0501;1;2;;;12;1;S102;1;1;1;B;A;C;A;A;B;A;A;C;B;C;B;C;D;A;C;A;C;A;D;B;2;1;1;1;1;1;2;2;1;1;4;3;3;4;3;3;A;C;C;2;;;;;;;;C;A;0;B;F;C;2;;;;;;;;B;E;C;B;G
1338;53;S102;T1;S102-T1-0531;1;2;;;14;1;S102;1;1;1;B;A;A;A;B;B;D;A;C;B;B;C;B;A;A;B;A;A;B;A;C;1;2;1;1;1;2;1;2;1;2;3;3;2;4;1;4;C;D;A;2;;;;;;;;C;C;A;A;D;C;2;;;;;;;;A;D;C;B;C
1339;54;S102;T1;S102-T1-0541;1;1;S102-T1-0540;2;12;2;S102;1;1;1;B;A;A;D;A;B;A;C;C;C;C;A;B;D;B;A;A;A;A;B;C;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;5;B;E;E;0;;;;;;;;B;C;D;E;F;C;0;;;;;;;;B;A;D;C;E
1340;59;S102;T1;S102-T1-0591;1;2;;;13;1;S102;1;1;1;B;A;A;B;C;A;D;C;B;C;C;C;A;B;C;B;C;C;B;B;B;1;1;1;1;1;1;2;2;1;4;2;4;4;1;4;2;E;D;A;2;;;;;;;;B;C;D;D;E;B;2;;;;;;;;B;A;A;C;G
1341;60;S102;T1;S102-T1-0601;1;2;;;12;1;S102;1;1;1;B;A;D;A;A;B;A;C;C;B;B;B;C;D;A;A;C;B;A;D;B;2;1;1;1;2;1;2;2;1;4;5;3;4;2;5;4;D;A;A;2;;;;;;;;A;D;A;C;C;A;2;;;;;;;;A;A;D;D;G
1342;61;S102;T1;S102-T1-0611;1;2;;;13;2;S102;1;1;1;D;D;D;C;A;A;B;B;C;B;A;A;C;D;C;B;C;C;C;A;A;2;1;2;1;1;2;1;2;1;4;2;4;3;3;4;3;D;0;F;2;;;;;;;;B;D;C;E;E;F;2;;;;;;;;B;A;B;D;G
1343;62;S102;T1;S102-T1-0621;1;2;;;13;1;S102;1;1;1;B;C;A;C;A;B;A;B;C;B;B;C;A;A;A;B;A;A;C;B;A;2;1;1;1;2;2;1;2;1;5;4;1;2;3;1;2;A;B;A;0;;;;;;;;B;A;C;A;C;A;0;;;;;;;;C;A;B;A;G
1344;64;S102;T1;S102-T1-0641;1;2;;;16;2;S102;1;1;1;D;C;D;A;B;C;A;B;B;C;C;D;B;B;C;A;D;C;B;C;B;1;1;2;2;2;2;1;2;1;3;4;5;3;2;1;3;C;E;E;2;;;;;;;;A;D;C;A;E;A;2;;;;;;;;B;A;A;E;F
1345;65;S102;T1;S102-T1-0651;1;2;;;12;2;S102;1;1;1;0;C;A;B;A;C;D;B;A;C;B;B;C;B;B;A;A;B;A;C;A;2;1;2;1;1;2;2;1;2;1;3;2;3;2;1;2;D;D;F;0;;;;;;;;A;A;D;B;E;F;2;;;;;;;;B;C;A;E;F
1346;67;S102;T1;S102-T1-0671;1;2;;;13;1;S102;1;1;1;B;C;A;A;A;A;B;B;C;A;B;B;A;D;B;C;B;B;B;C;A;2;1;1;2;1;2;2;1;2;5;3;1;5;2;3;3;E;C;C;0;;;;;;;;B;A;B;E;E;F;0;;;;;;;;C;A;0;0;0
1347;69;S102;T1;S102-T1-0691;1;2;;;12;1;S102;1;1;1;D;C;A;D;A;C;B;C;A;A;B;B;C;D;A;B;C;A;A;B;C;1;2;1;2;1;1;2;2;1;5;3;3;2;5;2;5;E;A;F;2;;;;;;;;B;C;D;0;B;D;2;;;;;;;;C;D;C;E;G
1348;70;S102;T1;S102-T1-0701;1;2;;;13;2;S102;1;1;1;B;A;A;B;A;C;A;A;A;C;C;D;C;B;A;B;A;A;A;D;B;1;2;1;1;1;1;2;1;2;1;2;2;3;1;4;3;A;E;F;0;;;;;;;;B;A;B;C;D;F;0;;;;;;;;B;D;B;C;G
1349;72;S102;T1;S102-T1-0721;1;1;S102-T1-0720;2;12;2;S102;1;1;1;B;A;A;C;A;B;D;A;C;C;B;C;B;D;B;C;B;A;A;D;C;1;1;2;1;1;2;2;1;2;3;4;2;3;3;4;3;C;B;D;2;;;;;;;;B;B;A;B;C;F;0;;;;;;;;B;A;C;D;D
1350;76;S102;T1;S102-T1-0761;1;1;S102-T1-0760;1;13;2;S102;1;1;1;B;A;A;B;A;B;B;A;B;B;A;C;A;C;C;C;B;B;A;D;C;1;2;2;1;1;2;2;1;2;2;1;1;1;4;2;1;B;E;D;2;;;;;;;;B;A;D;E;E;E;0;;;;;;;;0;C;B;C;E
1351;77;S102;T1;S102-T1-0771;1;2;;;17;2;S102;1;1;1;B;A;A;A;A;B;A;B;B;B;A;B;C;D;A;B;A;B;B;D;C;2;2;2;1;1;2;2;2;1;3;4;3;4;2;5;3;C;E;A;1;I LAST HEARD THAT BLACK JACK MAKES APERSON FEEL BETTER WHEN HE/SHE CUTS HER/HIS;SELF.;;;;;;B;C;B;E;D;C;1;BLACK JACK STOPS BLEEDING DURING CUTS.;;;;;;;A;C;C;D;E
1352;79;S102;T1;S102-T1-0791;1;2;;;12;1;S102;1;1;1;D;B;A;C;A;C;A;C;C;B;B;B;A;D;B;B;C;A;A;B;C;2;1;1;2;2;1;1;2;2;0;0;0;0;0;0;1;D;C;D;2;;;;;;;;A;C;D;D;A;E;2;;;;;;;;B;D;A;C;G
1353;81;S102;T1;S102-T1-0811;1;2;;;13;2;S102;1;1;1;A;A;C;B;A;C;A;B;A;C;C;D;A;B;C;B;B;B;A;B;B;1;1;2;1;1;2;2;2;1;2;3;4;0;5;1;0;E;E;B;0;;;;;;;;B;C;C;E;F;D;0;;;;;;;;C;A;D;E;G
1354;83;S102;T1;S102-T1-0831;1;2;;;12;1;S102;1;1;1;B;A;A;C;A;B;A;C;C;B;B;B;A;D;A;C;C;A;C;D;C;2;1;1;1;2;1;1;2;1;4;3;3;3;5;2;5;E;C;D;1;THEY SAID WHEN YOU USE HERBAL MEDICINE YOU FEEL BETTER THAN WHO USED MEDICAL;MEDICINE;;;;;;B;E;D;B;F;A;2;;;;;;;;C;E;C;A;G
1355;86;S102;T1;S102-T1-0861;1;2;;;10;1;S102;1;1;1;B;A;A;C;B;B;A;C;A;B;A;B;C;D;C;B;C;C;B;D;C;1;1;1;1;2;1;1;1;1;1;4;5;3;1;5;5;C;A;E;2;;;;;;;;C;C;C;A;B;E;2;;;;;;;;C;E;B;D;F
1356;87;S102;T1;S102-T1-0871;1;2;;;13;2;S102;1;1;1;B;A;C;A;A;B;C;A;B;B;A;B;C;D;A;C;A;C;A;D;C;1;2;1;2;2;2;1;2;1;3;4;3;2;5;4;3;A;C;F;2;;;;;;;;B;C;A;C;B;D;0;;;;;;;;B;A;B;C;E
1357;88;S102;T1;S102-T1-0881;1;2;;;13;1;S102;1;1;1;B;A;A;A;A;B;A;A;C;B;B;B;C;D;A;B;A;A;A;D;C;2;2;1;1;2;2;1;2;1;3;4;3;5;2;4;2;A;D;A;2;;;;;;;;A;B;B;D;D;E;0;;;;;;;;B;C;A;D;C
1358;89;S102;T1;S102-T1-0891;1;2;;;0;1;S102;1;1;1;B;A;A;A;A;C;B;A;A;B;C;D;C;B;C;B;B;B;A;B;C;2;2;2;1;1;2;1;2;2;3;5;2;4;2;3;4;E;D;F;2;;;;;;;;C;A;D;E;F;B;0;;;;;;;;A;B;B;D;E
1359;90;S102;T1;S102-T1-0901;1;1;S102-T1-0900;2;11;1;S102;1;1;1;B;A;A;C;A;B;A;C;C;B;B;B;A;D;A;A;C;A;A;B;C;2;1;2;1;1;2;2;2;1;5;3;5;3;2;1;3;D;D;A;1;LAST NIGHT JOSEPHINE SAID THAT PLAYING HEALS HUNGER AND IF YOU FEEL HUNGER OR;YOU SIT AND WATCH THE FILLS ON THE TELVISION OR YOU LOOK FOR YOU FRIENDS AND;START PLAYING;;;;;B;A;A;B;C;D;1;NO PLAYING DOESN'T HEAL HUNGER BECAUSE IT IS NOT THE TREATMENT FOR MANY PEOPLE;;;;;;;B;E;C;E;B
1361;92;S102;T1;S102-T1-0921;1;2;;;12;1;S013;1;1;1;B;A;A;A;A;C;C;A;C;C;A;B;C;D;A;C;A;B;A;D;C;1;1;2;2;1;2;1;1;2;4;2;3;2;1;4;3;D;D;C;2;;;;;;;;A;C;A;D;F;D;2;;;;;;;;A;C;C;A;E
305;1;S103;T1;S103-T1-0011;2;1;S103-T1-0010;1;11;1;S103;3;1;1;B;A;A;A;A;B;C;A;C;B;B;B;A;D;B;B;C;A;B;B;C;2;1;1;1;1;2;2;1;1;2;4;2;1;3;4;1;A;A;C;2;;;;;;;;B;B;C;C;D;A;2;;;;;;;;B;B;C;C;G
